1993.8333 0.2
1993.9167 0.2
1994 0.1
1994.0833 0.1
1994.1667 0.1
1994.25 0.1
1994.3333 0.2
1994.4167 0.3
1994.5 0.4
1994.5833 0.4
1994.6667 0.4
1994.75 0.4
1994.8333 0.5
1994.9167 0.7
1995 1
1995.0833 1.2
1995.1667 1
1995.25 0.8
1995.3333 0.6
1995.4167 0.3
1995.5 0.2
1995.5833 0
1995.6667 -0.2
1995.75 -0.4
1995.8333 -0.7
1995.9167 -0.8
1996 -0.9
1996.0833 -0.9
1996.1667 -0.9
1996.25 -0.8
1996.3333 -0.6
1996.4167 -0.4
1996.5 -0.3
1996.5833 -0.2
1996.6667 -0.2
1996.75 -0.3
1996.8333 -0.3
1996.9167 -0.3
1997 -0.4
1997.0833 -0.5
1997.1667 -0.5
1997.25 -0.4
1997.3333 -0.1
1997.4167 0.2
1997.5 0.7
1997.5833 1.2
1997.6667 1.5
1997.75 1.8
1997.8333 2.1
1997.9167 2.3
1998 2.4
1998.0833 2.3
1998.1667 2.2
1998.25 1.8
1998.3333 1.4
1998.4167 0.9
1998.5 0.4
1998.5833 -0.2
1998.6667 -0.7
1998.75 -1
1998.8333 -1.2
1998.9167 -1.3
1999 -1.4
1999.0833 -1.5
1999.1667 -1.5
1999.25 -1.3
1999.3333 -1
1999.4167 -0.9
1999.5 -0.9
1999.5833 -1
1999.6667 -1
1999.75 -1.1
1999.8333 -1.1
1999.9167 -1.3
2000 -1.5
2000.0833 -1.7
2000.1667 -1.7
2000.25 -1.5
2000.3333 -1.2
2000.4167 -0.9
2000.5 -0.8
2000.5833 -0.7
2000.6667 -0.6
2000.75 -0.5
2000.8333 -0.6
2000.9167 -0.6
2001 -0.8
2001.0833 -0.8
2001.1667 -0.7
2001.25 -0.6
2001.3333 -0.5
2001.4167 -0.4
2001.5 -0.2
2001.5833 -0.1
2001.6667 0
2001.75 0
2001.8333 -0.1
2001.9167 -0.2
2002 -0.3
2002.0833 -0.3
2002.1667 -0.2
2002.25 0
2002.3333 0.1
2002.4167 0.3
2002.5 0.5
2002.5833 0.7
2002.6667 0.8
2002.75 0.8
2002.8333 0.9
2002.9167 1.2
2003 1.3
2003.0833 1.3
2003.1667 1.1
2003.25 0.8
2003.3333 0.4
2003.4167 0
2003.5 -0.2
2003.5833 -0.1
2003.6667 0.2
2003.75 0.4
2003.8333 0.4
2003.9167 0.4
2004 0.4
2004.0833 0.3
2004.1667 0.3
2004.25 0.2
2004.3333 0.1
2004.4167 0.1
2004.5 0.2
2004.5833 0.3
2004.6667 0.5
2004.75 0.7
2004.8333 0.8
2004.9167 0.7
2005 0.7
2005.0833 0.7
2005.1667 0.6
2005.25 0.4
2005.3333 0.3
2005.4167 0.3
2005.5 0.3
2005.5833 0.3
2005.6667 0.2
2005.75 0.1
2005.8333 0
2005.9167 -0.2
2006 -0.5
2006.0833 -0.8
2006.1667 -0.9
2006.25 -0.7
2006.3333 -0.5
2006.4167 -0.3
2006.5 0
2006.5833 0.1
2006.6667 0.2
2006.75 0.3
2006.8333 0.5
2006.9167 0.8
2007 1
2007.0833 1
2007.1667 0.7
2007.25 0.3
2007.3333 -0.1
2007.4167 -0.2
2007.5 -0.3
2007.5833 -0.3
2007.6667 -0.4
2007.75 -0.6
2007.8333 -0.8
2007.9167 -1.1
2008 -1.2
2008.0833 -1.4
2008.1667 -1.5
2008.25 -1.5
2008.3333 -1.2
2008.4167 -0.9
2008.5 -0.7
2008.5833 -0.5
2008.6667 -0.3
2008.75 -0.2
2008.8333 -0.1
2008.9167 -0.2
2009 -0.5
2009.0833 -0.7
2009.1667 -0.8
2009.25 -0.7
2009.3333 -0.5
2009.4167 -0.2
2009.5 0.2
2009.5833 0.4
2009.6667 0.5
2009.75 0.6
2009.8333 0.8
2009.9167 1.1
2010 1.4
2010.0833 1.6
2010.1667 1.6
2010.25 1.3
2010.3333 1
2010.4167 0.6
2010.5 0.1
2010.5833 -0.4
2010.6667 -0.9
2010.75 -1.2
2010.8333 -1.4
2010.9167 -1.5
2011 -1.5
2011.0833 -1.5
2011.1667 -1.4
2011.25 -1.2
2011.3333 -0.9
2011.4167 -0.6
2011.5 -0.3
