date_time	MAX_CORR_1	MAX_CORR_2	MIN_CORR_1	MIN_CORR_2	MAX_DEL_1	MAX_DEL_2	MIN_DEL_1	MIN_DEL_2	MEAN	STD	MAX_WEI_1	MAX_WEI_2	MIN_WEI_1	MIN_WEI_2
1978.86653	2.84764	1.89473	2.46233	1.83807	-9.78431	13.04404	-16.88543	12.61376	0.00020	0.11356	0.01290	0.00917	0.01282	0.01089
1978.89391	2.86437	1.89371	2.45472	1.83058	-10.77378	14.97341	-19.05809	13.65740	0.00009	0.11297	0.01283	0.00863	0.01289	0.01098
1978.92129	2.87031	1.88390	2.43525	1.82416	-10.42667	17.52077	-18.86748	13.68810	0.00072	0.11277	0.01264	0.00887	0.01335	0.01100
1978.94867	2.85942	1.87815	2.42341	1.83671	-11.98987	16.70947	-14.71208	12.53321	0.00114	0.11272	0.01249	0.00900	0.01300	0.01071
1978.97604	2.85971	1.87575	2.42346	1.82980	-12.00431	14.48796	-13.08146	12.39236	0.00074	0.11301	0.01252	0.00959	0.01297	0.01019
1979.00342	2.84852	1.86963	2.42606	1.83420	-8.43700	13.45526	-17.53632	14.29444	0.00021	0.11340	0.01233	0.00949	0.01301	0.01029
1979.03080	2.83911	1.87028	2.42653	1.83815	-7.38463	11.91914	-16.25231	12.29966	0.00037	0.11377	0.01206	0.00926	0.01291	0.01048
1979.05818	2.82951	1.89262	2.41468	1.82278	-8.31852	13.23736	-17.29474	12.81110	0.00111	0.11359	0.01202	0.00919	0.01273	0.01035
1979.08556	2.83031	1.87477	2.46217	1.83246	-5.88965	7.95486	-21.88182	16.25793	0.00117	0.11302	0.01188	0.00912	0.01284	0.01088
1979.11294	2.82939	1.88261	2.46419	1.84607	-3.97512	3.99619	-17.48295	14.57965	0.00121	0.11321	0.01199	0.00956	0.01285	0.01094
1979.14031	2.79108	1.90113	2.48459	1.88034	-8.39115	6.93991	-23.57574	18.17526	0.00006	0.11422	0.01182	0.00943	0.01314	0.01069
1979.16769	2.80018	1.91163	2.50393	1.87187	-10.74187	8.35122	-28.44051	21.17957	-0.00009	0.11286	0.01194	0.00951	0.01353	0.01051
1979.19507	2.81478	1.90138	2.52218	1.88228	-10.05136	7.23455	-28.84681	22.90078	-0.00019	0.11191	0.01252	0.00953	0.01342	0.01044
1979.22245	2.82105	1.88306	2.54054	1.87553	-12.72883	7.77077	-32.81100	22.68690	0.00008	0.11078	0.01229	0.00979	0.01341	0.01061
1979.24983	2.83144	1.87528	2.54957	1.86896	-14.06029	5.23044	-30.50823	20.59641	0.00022	0.11025	0.01246	0.00891	0.01339	0.01053
1979.27721	2.84244	1.87262	2.56144	1.85201	-17.57143	6.39547	-30.32093	21.77117	0.00006	0.10947	0.01253	0.00912	0.01348	0.01033
1979.30459	2.85134	1.86283	2.57479	1.87153	-19.68981	9.35905	-29.74268	23.34079	-0.00010	0.10953	0.01264	0.00993	0.01385	0.01033
1979.33196	2.85449	1.87001	2.55717	1.87148	-20.81671	8.21188	-31.13834	23.93339	0.00003	0.10989	0.01292	0.00978	0.01353	0.01020
1979.35934	2.84515	1.88678	2.54176	1.87413	-19.55457	9.53481	-33.36457	23.43860	0.00010	0.11051	0.01277	0.00937	0.01319	0.01062
1979.38672	2.83992	1.90384	2.53946	1.88053	-18.74900	3.58557	-31.72552	20.01736	-0.00004	0.11018	0.01273	0.00976	0.01343	0.01073
1979.41410	2.84760	1.90926	2.54218	1.88019	-18.10323	7.97753	-30.02749	17.13533	0.00012	0.10907	0.01282	0.00998	0.01296	0.01107
1979.44148	2.84615	1.90573	2.54736	1.88599	-17.98907	6.65189	-30.79424	16.20736	0.00003	0.10891	0.01320	0.00992	0.01279	0.01031
1979.46886	2.85830	1.90279	2.52998	1.90274	-19.29585	3.60052	-32.47663	14.53060	0.00057	0.10917	0.01320	0.01010	0.01268	0.01065
1979.49624	2.88432	1.97268	2.54143	1.94263	-19.86888	-0.60945	-33.99860	12.87018	0.00167	0.10642	0.01327	0.01046	0.01250	0.00999
1979.52361	2.90270	1.96735	2.53594	1.94151	-21.39396	3.22813	-34.07695	13.52378	0.00287	0.10633	0.01315	0.01028	0.01248	0.00948
1979.55099	2.88616	1.98713	2.53415	1.95046	-19.91794	-1.87119	-32.90058	13.03120	0.00235	0.10617	0.01270	0.01063	0.01255	0.00881
1979.57837	2.90552	2.01822	2.57384	1.97170	-17.31049	-5.88463	-29.27358	12.67907	0.00167	0.10223	0.01304	0.01038	0.01217	0.00957
1979.60575	2.92674	2.03562	2.57693	1.99424	-20.94262	-1.21489	-32.33959	17.94151	0.00074	0.10073	0.01329	0.00986	0.01260	0.00966
1979.63313	2.90902	2.07520	2.61894	2.06490	-16.98575	0.25662	-31.28260	12.81210	0.00056	0.09715	0.01310	0.01036	0.01273	0.01000
1979.66051	2.89869	2.06760	2.65669	2.08577	-16.03541	-2.89717	-33.53993	13.96709	0.00035	0.09656	0.01316	0.01032	0.01300	0.00979
1979.68789	2.89908	2.07273	2.66996	2.10539	-17.18730	1.62570	-36.99930	19.77749	-0.00006	0.09570	0.01324	0.00937	0.01266	0.00954
1979.71526	2.93142	2.13837	2.66809	2.11003	-17.81591	1.36176	-31.72020	13.46409	-0.00010	0.09269	0.01327	0.01002	0.01259	0.00996
1979.74264	2.91995	2.15398	2.65414	2.10878	-19.59470	3.64817	-22.28230	8.89215	-0.00043	0.09242	0.01365	0.00997	0.01293	0.01032
1979.77002	2.92160	2.15125	2.66365	2.10655	-12.30698	-4.81220	-18.30548	5.31330	-0.00061	0.09175	0.01337	0.01085	0.01289	0.01029
1979.79740	2.91271	2.12864	2.65258	2.11075	-8.58427	-6.83186	-20.37530	7.64968	-0.00067	0.09216	0.01373	0.01044	0.01258	0.01033
1979.82478	2.92277	2.14091	2.66153	2.13083	-10.45626	-0.69322	-16.60173	-0.11467	-0.00118	0.09256	0.01357	0.01005	0.01217	0.01049
1979.85216	2.92700	2.12366	2.68761	2.12802	-4.66282	-1.66081	-17.92998	2.05287	-0.00128	0.09293	0.01348	0.00958	0.01231	0.01034
1979.87953	2.91353	2.09930	2.68528	2.11498	-4.22181	-0.34942	-21.86988	5.74850	-0.00109	0.09382	0.01386	0.01008	0.01219	0.00997
1979.90691	2.90317	2.11612	2.68405	2.10620	-2.50592	-1.46800	-19.57233	5.06742	-0.00108	0.09370	0.01378	0.01023	0.01227	0.01018
1979.93429	2.89548	2.08389	2.67856	2.10760	-6.61758	-2.81601	-18.66573	1.11607	-0.00146	0.09291	0.01367	0.00963	0.01294	0.01067
1979.96167	2.89724	2.07288	2.65890	2.10755	-4.85403	-3.07665	-20.36958	7.11196	-0.00121	0.09303	0.01371	0.01008	0.01313	0.01025
1979.98905	2.89393	2.05854	2.66954	2.12559	-9.20195	-1.40439	-16.93218	5.22231	-0.00118	0.09389	0.01359	0.01050	0.01307	0.01029
1986.01232	2.92445	1.83121	2.50958	1.89939	2.85343	-8.07805	3.60373	-3.52769	-0.00233	0.10909	0.01370	0.00884	0.01168	0.00934
1986.03970	2.92550	1.82200	2.51050	1.89210	6.25090	-7.48014	1.72984	-2.74609	-0.00252	0.10922	0.01324	0.01057	0.01173	0.00930
1986.06708	2.94559	1.80098	2.49144	1.88076	3.49789	-3.41563	2.15921	-2.43078	-0.00159	0.10932	0.01312	0.01041	0.01142	0.00934
1986.09446	2.95686	1.81028	2.47821	1.86792	1.42366	-2.52709	4.33307	-2.05327	-0.00125	0.10919	0.01328	0.00993	0.01125	0.00926
1986.12183	2.96874	1.82336	2.45899	1.86178	0.77488	-5.43850	6.52327	-2.73957	-0.00069	0.10935	0.01359	0.01059	0.01158	0.00909
1986.14921	2.96816	1.80677	2.47496	1.86973	-2.74599	-3.68991	5.34781	-4.00622	-0.00087	0.10957	0.01342	0.01017	0.01172	0.00933
1986.17659	2.95547	1.80092	2.47143	1.87074	-2.81852	-0.46990	6.29575	-2.80367	-0.00091	0.10986	0.01281	0.00998	0.01201	0.00926
1986.20397	2.93934	1.80775	2.46451	1.85325	-4.93138	0.43850	6.28301	-0.43499	-0.00062	0.11026	0.01317	0.00979	0.01200	0.00940
1986.23135	2.96564	1.82646	2.47889	1.83393	-7.35433	-1.50592	5.77980	-3.00712	-0.00046	0.10942	0.01360	0.00938	0.01224	0.00933
1986.25873	2.98708	1.83217	2.47128	1.84031	-7.77177	-1.88002	8.06310	-2.57133	-0.00039	0.10940	0.01367	0.00925	0.01212	0.00973
1986.28611	2.98146	1.80556	2.44793	1.83506	-11.17386	1.50843	9.62831	-4.18469	0.00018	0.11022	0.01343	0.00875	0.01213	0.00953
1986.31348	2.93718	1.80738	2.46427	1.81720	-8.29213	-3.11336	7.57374	-3.15650	0.00043	0.11058	0.01367	0.00824	0.01218	0.00956
1986.34086	2.93894	1.81288	2.45374	1.82110	-6.80919	-5.20385	7.75903	-7.89356	0.00085	0.11101	0.01351	0.00894	0.01251	0.00953
1986.36824	2.93114	1.82848	2.45211	1.79800	-8.33638	-2.91874	6.91041	-9.94733	0.00171	0.11094	0.01333	0.00947	0.01240	0.00917
1986.39562	2.92277	1.86285	2.47999	1.80631	-10.91372	-7.60694	7.85855	-10.13784	0.00135	0.11049	0.01355	0.01074	0.01257	0.00947
1986.42300	2.92172	1.88841	2.50540	1.84812	-12.61838	-5.12179	7.22372	-9.60002	0.00178	0.10878	0.01328	0.00997	0.01311	0.00914
1986.45038	2.94267	1.93282	2.51375	1.85323	-12.28602	-6.67436	4.62139	-9.97321	0.00310	0.10604	0.01351	0.00935	0.01260	0.00944
1986.47775	2.93577	1.92401	2.49323	1.83084	-8.54404	-7.86286	1.19994	-8.30558	0.00396	0.10625	0.01332	0.00989	0.01258	0.00896
1986.50513	2.95874	1.93416	2.50277	1.85148	-6.91433	-8.58527	-3.30899	-6.09821	0.00340	0.10522	0.01378	0.01025	0.01199	0.00935
1986.53251	3.01507	1.91334	2.55187	1.90622	-15.26635	4.03702	-6.82043	1.11106	0.00071	0.10172	0.01386	0.01025	0.01160	0.01015
1986.55989	2.99769	1.87934	2.57928	1.92355	-19.42646	6.94061	-10.21348	2.88874	0.00002	0.10181	0.01326	0.01070	0.01119	0.00978
1986.58727	2.99666	1.90672	2.57789	1.93202	-18.90279	6.23565	-11.56621	6.49508	0.00019	0.10111	0.01382	0.01091	0.01153	0.01034
1986.61465	2.99463	1.92876	2.57068	1.93736	-21.03451	11.32845	-9.60835	10.16513	0.00129	0.09897	0.01344	0.01091	0.01174	0.01077
1986.64203	2.97025	1.93917	2.56581	1.93459	-16.53561	9.87550	-8.03220	12.37129	0.00183	0.09764	0.01383	0.01119	0.01161	0.01051
1986.66940	2.97634	1.93793	2.61171	1.94704	-16.64787	5.60283	-5.23054	9.67035	0.00145	0.09715	0.01362	0.01074	0.01125	0.01093
1986.69678	2.95233	1.93419	2.61842	1.92623	-18.78902	8.17536	-0.94763	5.92366	0.00145	0.09723	0.01332	0.01000	0.01172	0.01047
1986.72416	2.97804	1.94920	2.61489	1.91683	-17.15500	16.30377	2.63032	2.86838	0.00003	0.09626	0.01295	0.01016	0.01235	0.00976
1986.75154	2.98919	1.92476	2.63106	1.90507	-16.00973	21.97452	6.46188	-4.63283	-0.00159	0.09856	0.01314	0.00983	0.01170	0.01077
1986.77892	2.97846	1.91982	2.61762	1.90679	-20.54916	17.78872	6.18790	-6.80447	-0.00112	0.09955	0.01308	0.00985	0.01162	0.01090
1986.80630	2.96766	1.92176	2.59607	1.90851	-22.89807	18.05217	4.03240	-5.70807	-0.00126	0.09968	0.01319	0.01081	0.01155	0.01082
1986.83368	2.93054	1.93741	2.55485	1.92339	-25.31531	22.00181	-0.20465	-2.49348	-0.00059	0.10011	0.01291	0.01058	0.01167	0.00980
1986.86105	2.95122	1.94607	2.57702	1.94563	-22.28070	20.53150	-2.16934	-0.09290	-0.00108	0.09951	0.01274	0.01056	0.01192	0.01019
1986.88843	2.95747	1.96110	2.59461	1.95478	-21.87430	19.60072	-1.37259	-1.52578	-0.00160	0.09905	0.01275	0.01000	0.01193	0.01042
1986.91581	2.96292	1.95523	2.60944	1.96954	-21.55548	17.11677	0.02247	2.76906	-0.00203	0.09944	0.01236	0.00946	0.01188	0.01031
1986.94319	2.94151	1.98219	2.61625	1.98905	-18.86728	18.90349	0.96679	4.15921	-0.00202	0.09934	0.01248	0.00987	0.01199	0.00989
1986.97057	2.89707	2.01142	2.62178	2.00290	-15.30819	13.37249	-0.39787	7.20104	-0.00205	0.10111	0.01277	0.01009	0.01151	0.01057
1986.99795	2.90041	1.99764	2.59895	1.99546	-15.87309	15.02588	-3.87851	5.62941	-0.00154	0.10140	0.01276	0.01069	0.01185	0.01074
1987.02533	2.89512	1.97259	2.60836	2.01459	-16.11758	18.88453	-7.58156	6.46308	-0.00165	0.10111	0.01271	0.01111	0.01208	0.01024
1987.05270	2.89933	1.96820	2.61309	2.02124	-15.08367	18.47522	-4.77317	1.33959	-0.00167	0.10080	0.01253	0.01102	0.01252	0.01042
1987.08008	2.92767	1.98595	2.61320	2.02789	-9.59691	16.49940	-0.23295	-0.18780	-0.00104	0.10025	0.01270	0.01018	0.01248	0.00977
1987.10746	2.91436	2.01022	2.60605	2.02906	-6.35774	14.40239	-1.59872	0.65088	-0.00120	0.10058	0.01296	0.00996	0.01229	0.00900
1987.13484	2.91735	2.00350	2.60142	2.03295	-3.45486	13.17486	-0.79033	-0.94211	-0.00127	0.10078	0.01315	0.01028	0.01209	0.00961
1987.16222	2.92397	1.99162	2.59777	2.02402	-6.28210	15.31822	-0.80086	-5.45084	-0.00214	0.10261	0.01302	0.01073	0.01174	0.00974
1987.18960	2.90999	1.97968	2.57910	2.00225	-5.55548	15.23686	-0.57624	-5.73796	-0.00164	0.10349	0.01344	0.01107	0.01177	0.00995
1987.21697	2.91377	1.97685	2.59766	2.01801	-4.08136	13.95465	-0.34039	-6.45365	-0.00216	0.10333	0.01336	0.01110	0.01191	0.01000
1987.24435	2.91463	1.96356	2.60224	2.00998	1.18379	12.48886	4.56962	-8.21780	-0.00299	0.10347	0.01328	0.01067	0.01191	0.01000
1987.27173	2.91496	1.96574	2.61213	2.02889	-0.14848	12.66372	4.44843	-6.02548	-0.00282	0.10294	0.01332	0.01066	0.01174	0.01038
1987.29911	2.92530	1.98126	2.57401	2.01696	3.23656	6.82885	7.15148	-5.76053	-0.00200	0.10315	0.01301	0.01085	0.01196	0.01059
1987.32649	2.92055	1.96800	2.56137	2.00839	6.97693	7.52929	8.94944	-6.01104	-0.00179	0.10419	0.01297	0.01039	0.01180	0.00999
1987.35387	2.91608	1.95925	2.53283	2.01444	6.02759	8.12219	16.85985	-5.28953	-0.00137	0.10468	0.01291	0.00980	0.01246	0.01003
1987.38125	2.93384	1.94681	2.50765	1.98387	6.18228	11.27498	19.39647	-4.28822	-0.00121	0.10466	0.01322	0.00980	0.01286	0.00990
1987.40862	2.92475	1.92901	2.50110	1.99583	6.34310	14.92155	20.94894	-4.57755	-0.00118	0.10510	0.01266	0.01006	0.01290	0.01010
1987.43600	2.92259	1.92106	2.48683	1.98265	6.92546	12.15299	19.80859	-3.42847	-0.00104	0.10578	0.01268	0.01022	0.01280	0.01012
1987.46338	2.92007	1.92214	2.48759	1.98662	5.25492	14.24268	21.54414	-2.90550	-0.00113	0.10575	0.01252	0.01040	0.01279	0.01016
1987.49076	2.91306	1.92494	2.49113	1.99672	4.99589	8.91643	21.25472	-2.75221	-0.00107	0.10548	0.01248	0.01083	0.01268	0.01001
1987.51814	2.91105	1.94471	2.49126	1.99453	3.21228	8.08527	21.38463	-0.88593	-0.00080	0.10478	0.01272	0.01092	0.01286	0.01021
1987.54552	2.88476	1.95458	2.49310	1.99376	3.38272	11.72402	23.19021	-4.07253	-0.00075	0.10484	0.01312	0.01063	0.01274	0.01053
1987.57290	2.87476	1.95068	2.51440	2.01126	4.22291	14.20566	26.32173	-5.02077	-0.00147	0.10491	0.01261	0.01058	0.01329	0.01052
1987.60027	2.85410	1.98256	2.52405	2.01152	3.33006	15.46479	24.46449	-3.05237	-0.00096	0.10488	0.01255	0.01035	0.01283	0.01054
1987.62765	2.85424	1.95803	2.49978	1.99150	-0.65299	18.06310	22.08256	-1.21228	-0.00038	0.10446	0.01275	0.01033	0.01304	0.00985
1987.65503	2.84436	1.98727	2.48857	1.99966	2.96047	10.43359	19.89035	-4.07855	-0.00014	0.10447	0.01300	0.01029	0.01308	0.00953
1987.68241	2.85476	1.99934	2.46991	1.98330	-1.52799	9.23184	20.86075	-1.25020	0.00043	0.10451	0.01274	0.01063	0.01312	0.01051
1987.70979	2.87452	2.01288	2.48223	1.96510	0.74559	4.23134	20.51093	-2.26194	0.00087	0.10401	0.01263	0.01009	0.01305	0.01049
1987.73717	2.87397	2.01593	2.52756	1.96982	2.36517	0.55187	19.58909	2.37640	-0.00038	0.10344	0.01244	0.01020	0.01344	0.01078
1987.76454	2.87842	2.03109	2.54346	1.96177	1.09811	1.66162	14.57424	3.70606	-0.00043	0.10311	0.01254	0.01046	0.01315	0.01111
1987.79192	2.88091	2.03643	2.53147	1.96813	0.90179	0.84681	10.80397	2.56461	-0.00045	0.10354	0.01243	0.01082	0.01276	0.01078
1987.81930	2.86884	2.03674	2.53344	1.96547	3.46087	-0.34230	11.78933	4.52478	-0.00024	0.10399	0.01239	0.01065	0.01276	0.01081
1987.84668	2.82850	2.02668	2.51456	1.96076	7.58126	0.13012	15.08838	1.61316	-0.00002	0.10498	0.01218	0.01073	0.01285	0.01080
1987.87406	2.85204	2.04951	2.52170	1.98763	11.33437	1.93911	14.51726	-0.30377	-0.00068	0.10437	0.01241	0.01090	0.01298	0.01064
1987.90144	2.84361	2.05590	2.52552	2.00665	8.54163	2.67626	13.63323	-4.42095	-0.00061	0.10427	0.01227	0.01018	0.01286	0.01031
1987.92882	2.85116	2.04149	2.52053	2.00427	7.65078	2.00150	13.76073	-6.54535	-0.00063	0.10504	0.01168	0.01071	0.01253	0.00985
1987.95619	2.85900	2.03854	2.54261	2.03084	1.58999	3.05297	15.43198	-9.42837	-0.00028	0.10362	0.01184	0.01099	0.01259	0.00979
1987.98357	2.88754	2.04123	2.52752	2.03152	-3.16061	7.12841	20.53411	-13.26264	0.00002	0.10275	0.01192	0.01079	0.01242	0.00963
1988.01095	2.90968	2.05331	2.53008	2.03875	-1.30106	8.53020	19.63824	-11.18800	0.00013	0.10153	0.01216	0.01042	0.01238	0.01042
1988.03833	2.92250	2.04992	2.50807	2.01937	-6.54264	11.19242	18.74348	-8.23074	0.00042	0.10150	0.01238	0.01070	0.01241	0.01070
1988.06571	2.93434	2.05067	2.51667	2.00800	-5.46930	12.62049	22.26304	-10.49569	0.00035	0.10106	0.01259	0.01070	0.01237	0.01096
1988.09309	2.90439	2.03167	2.52314	1.99003	-2.46870	11.16874	25.78612	-14.38363	0.00011	0.10268	0.01243	0.01086	0.01218	0.01101
1988.12047	2.88963	2.03366	2.53984	1.99589	-2.73706	11.73736	20.71057	-10.50702	-0.00025	0.10226	0.01209	0.01163	0.01238	0.01073
1988.14784	2.87276	2.03352	2.54043	2.01541	-8.03481	5.03541	19.75883	-9.35183	-0.00037	0.10102	0.01229	0.01114	0.01236	0.01014
1988.17522	2.88243	2.03994	2.52606	2.02601	-7.95496	0.28742	22.71980	-13.23816	-0.00094	0.10069	0.01268	0.01109	0.01241	0.00980
1988.20260	2.88491	2.03998	2.51254	1.99535	-7.64657	0.94894	21.39938	-14.83317	0.00003	0.10063	0.01241	0.01059	0.01225	0.00982
1988.22998	2.89930	2.03647	2.53933	2.00515	-12.03732	0.86015	17.08939	-10.29464	-0.00078	0.09938	0.01249	0.01047	0.01199	0.00946
1988.25736	2.91957	2.04926	2.56835	2.02887	-7.74890	-4.98084	13.19222	-3.81732	-0.00174	0.09828	0.01215	0.01091	0.01184	0.01001
1988.28474	2.93124	2.06800	2.56426	2.01757	-3.07063	-2.59420	15.65941	-7.30217	-0.00040	0.09750	0.01219	0.01114	0.01201	0.01058
1988.31211	2.93386	2.07317	2.56343	2.01568	-4.37430	2.26876	14.59902	-6.24077	0.00004	0.09743	0.01227	0.01072	0.01213	0.01065
1988.33949	2.91297	2.05078	2.57523	1.99178	-7.14466	7.67897	4.92947	-0.76866	-0.00022	0.09844	0.01265	0.01109	0.01255	0.01043
1988.36687	2.87390	2.02492	2.59814	1.97366	-4.77097	5.99217	0.48545	5.58276	-0.00060	0.09825	0.01343	0.01037	0.01199	0.01041
1988.39425	2.86024	2.03603	2.60906	1.99054	-4.36657	7.28421	1.73465	1.66433	-0.00055	0.09816	0.01336	0.01067	0.01240	0.00950
1988.42163	2.83438	2.04068	2.59403	1.99283	-0.59831	8.22462	-0.26485	3.51164	-0.00027	0.09794	0.01370	0.01083	0.01263	0.01009
1988.44901	2.83065	2.01080	2.59582	1.98518	3.65008	6.87540	-3.93028	4.59872	-0.00001	0.09822	0.01332	0.01035	0.01319	0.01071
1988.47639	2.81734	1.99866	2.57600	1.95366	3.17556	7.25873	-1.16834	8.88844	0.00083	0.09830	0.01326	0.01051	0.01340	0.01062
1988.50376	2.81328	2.00706	2.58387	1.97429	3.59220	8.61316	-3.47091	8.30056	0.00034	0.09842	0.01361	0.01071	0.01302	0.01011
1988.53114	2.77096	1.97374	2.55989	1.96353	-2.16382	9.76605	-6.59230	4.11657	0.00013	0.10109	0.01424	0.01052	0.01216	0.01012
1988.55852	2.74740	1.96505	2.53479	1.95594	-2.60142	10.29414	-4.55066	4.74508	0.00089	0.10171	0.01434	0.00982	0.01214	0.00930
1988.58590	2.74116	1.97127	2.52035	1.94474	-1.47512	12.14496	-6.56581	8.51404	0.00152	0.10231	0.01438	0.00961	0.01174	0.00907
1988.61328	2.73508	1.98846	2.51538	1.94254	-0.18911	3.94543	-11.59199	10.54474	0.00160	0.10292	0.01401	0.00975	0.01205	0.00956
1988.64066	2.72887	1.98621	2.50824	1.92960	-3.86126	4.14215	-16.89727	9.36788	0.00088	0.10437	0.01368	0.00942	0.01255	0.01009
1988.66804	2.73249	1.96302	2.50012	1.93872	-6.11447	6.86226	-11.68539	1.70616	-0.00034	0.10478	0.01332	0.00962	0.01265	0.00925
1988.69541	2.71437	1.96141	2.52734	1.95858	-5.50130	4.97061	-6.43198	-2.44181	-0.00122	0.10526	0.01350	0.00940	0.01198	0.00911
1988.72279	2.71587	1.98531	2.54127	1.97482	-2.03511	7.24438	-5.36898	-3.42807	-0.00156	0.10552	0.01353	0.00843	0.01163	0.00908
1988.75017	2.70400	1.96554	2.51764	1.95921	-6.69191	10.12731	-3.04725	-2.51194	-0.00073	0.10849	0.01315	0.00950	0.01195	0.00949
1988.77755	2.70656	1.95453	2.52597	1.93199	-4.97482	9.86918	3.46278	-3.90048	-0.00078	0.10876	0.01310	0.00938	0.01144	0.00929
1988.80493	2.70951	1.92372	2.52022	1.93043	-5.73686	14.54725	6.11166	-0.75251	-0.00232	0.11047	0.01311	0.00938	0.01193	0.00856
1988.83231	2.70831	1.92803	2.54328	1.93277	-6.18168	14.75572	7.22663	-2.99940	-0.00233	0.11048	0.01290	0.00922	0.01214	0.00880
1988.85969	2.70906	1.92595	2.55131	1.91254	-3.25752	10.06049	8.28943	-4.59691	-0.00201	0.11108	0.01315	0.00943	0.01226	0.00859
1988.88706	2.68496	1.91757	2.53895	1.91195	-1.03943	5.92055	5.23706	-5.11216	-0.00170	0.11178	0.01325	0.00970	0.01231	0.00853
1988.91444	2.68475	1.92871	2.52443	1.91029	-3.79294	9.17586	4.98254	-4.97101	-0.00150	0.11182	0.01311	0.00969	0.01259	0.00828
1988.94182	2.71287	1.94458	2.50515	1.89249	-0.44823	5.12921	4.58056	-2.15279	-0.00127	0.11172	0.01317	0.00979	0.01294	0.00892
1988.96920	2.71414	1.97026	2.48458	1.88779	3.24368	-0.20746	3.75612	-0.75271	-0.00133	0.11167	0.01299	0.00911	0.01265	0.00878
1988.99658	2.70259	1.95195	2.48116	1.87620	3.91172	0.85263	3.47723	0.36366	-0.00116	0.11166	0.01273	0.00903	0.01242	0.00897
1989.02396	2.70573	1.92431	2.49450	1.89599	6.93148	6.48295	-0.46770	5.11507	-0.00140	0.11162	0.01283	0.00948	0.01207	0.00905
1989.05133	2.71676	1.93157	2.51968	1.91218	3.61527	4.65770	-1.11868	3.10945	-0.00172	0.11145	0.01268	0.01005	0.01233	0.00890
1989.07871	2.74100	1.93092	2.53339	1.88571	1.74779	3.44743	-3.54093	5.91623	-0.00125	0.11057	0.01279	0.01002	0.01232	0.00965
1989.10609	2.74841	1.89885	2.52955	1.88300	0.72191	8.74980	-8.27518	5.51033	-0.00166	0.10934	0.01234	0.00985	0.01258	0.00943
1989.13347	2.76773	1.86870	2.51933	1.91138	3.11517	13.32604	-8.53411	8.92346	-0.00249	0.10981	0.01298	0.00967	0.01283	0.00941
1989.16085	2.74900	1.84026	2.52175	1.89772	3.43830	8.37871	-3.95465	7.07283	-0.00283	0.11069	0.01300	0.00967	0.01271	0.00956
1989.18823	2.71492	1.80967	2.50326	1.85811	3.25201	0.93900	-7.35363	5.14426	-0.00195	0.11174	0.01305	0.00916	0.01219	0.00925
1989.21561	2.71834	1.80787	2.48812	1.84340	3.10734	-1.33758	-8.56260	4.09932	-0.00121	0.11161	0.01303	0.00897	0.01249	0.00953
1989.24298	2.73223	1.79087	2.48127	1.82302	3.83999	5.11798	-6.78933	0.34149	-0.00121	0.11156	0.01305	0.00885	0.01268	0.00845
1989.27036	2.73408	1.81779	2.47852	1.83728	0.78993	5.66282	-8.53481	2.83587	-0.00060	0.11119	0.01276	0.00881	0.01271	0.00952
1989.29774	2.73475	1.80559	2.47833	1.83721	4.24699	3.02047	-9.46569	0.75873	0.00070	0.11039	0.01334	0.00930	0.01252	0.01057
1989.32512	2.74515	1.82828	2.46887	1.84227	2.09551	1.05799	-5.99278	-0.63403	0.00119	0.11033	0.01414	0.00916	0.01197	0.00976
1989.35250	2.73804	1.81523	2.47197	1.82398	5.78321	-0.44242	-2.87219	-5.27197	0.00095	0.11060	0.01409	0.00908	0.01257	0.00964
1989.37988	2.71350	1.81633	2.45735	1.79587	1.98134	1.28602	-0.99880	-9.91122	0.00137	0.11213	0.01409	0.00869	0.01294	0.00956
1989.40726	2.69523	1.80748	2.46908	1.79239	0.52689	3.30758	2.64737	-9.24679	0.00064	0.11251	0.01363	0.00973	0.01341	0.00918
1989.43463	2.69838	1.79963	2.47700	1.81048	-4.50130	6.14717	-1.57765	-1.21238	0.00022	0.11224	0.01352	0.00960	0.01308	0.00861
1989.46201	2.68746	1.76042	2.47202	1.84505	-3.99338	7.00572	-3.49448	-1.54876	-0.00147	0.11319	0.01368	0.00906	0.01274	0.00893
1989.48939	2.71805	1.79852	2.47806	1.84721	-5.59410	4.79755	-8.03341	4.81852	-0.00180	0.11183	0.01362	0.00896	0.01277	0.00969
1989.51677	2.78796	1.79288	2.52727	1.85268	-6.86778	5.89386	-8.91944	10.82925	-0.00225	0.10952	0.01333	0.00952	0.01249	0.00947
1989.54415	2.87248	1.79579	2.53022	1.85751	-9.79524	11.91252	-10.26244	15.26966	-0.00227	0.10799	0.01319	0.01004	0.01301	0.00962
1989.57153	2.89353	1.79332	2.53145	1.86637	-10.24388	14.89817	-11.77548	14.67576	-0.00265	0.10814	0.01273	0.01046	0.01313	0.00926
1989.59890	2.89276	1.78382	2.53238	1.83820	-5.55708	12.15690	-11.72903	16.31661	-0.00236	0.10823	0.01240	0.01113	0.01307	0.00963
1989.62628	2.88233	1.79319	2.52937	1.80371	-3.46629	5.34270	-12.83307	7.01705	-0.00102	0.10875	0.01258	0.01025	0.01295	0.00993
1989.65366	2.89718	1.84137	2.51410	1.83058	-1.21539	-2.95536	-18.92576	11.73626	-0.00088	0.10754	0.01300	0.00983	0.01323	0.00944
